,rad_pos1_last_gold,rad_pos2_last_gold,rad_pos3_last_gold,rad_pos4_last_gold,rad_pos5_last_gold,dire_pos1_last_gold,dire_pos2_last_gold,dire_pos3_last_gold,dire_pos4_last_gold,dire_pos5_last_gold,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,winner,rad_pos1_last_gold,dire_pos1_last_gold,rad_pos2_last_gold,dire_pos2_last_gold,rad_pos3_last_gold,dire_pos3_last_gold,rad_pos4_last_gold,dire_pos4_last_gold,rad_pos5_last_gold,dire_pos5_last_gold
0,12769,11037,10310,5451,4521,14026,12274,11486,8341,6291,-1257,-1237,-1176,-2890,-1770,-8330,dire,12229.0,13528.0,11031.0,11995.0,9858.0,11323.0,5435.0,8171.0,4694.0,6118.0
1,12258,14602,13348,5425,5000,16040,14583,11650,6504,6634,-3782,19,1698,-1079,-1634,-4778,radiant,12386.0,15760.0,14103.0,14510.0,13425.0,11499.0,5683.0,6611.0,5209.0,6593.0
2,14901,12305,11248,7304,5454,14465,11740,9810,7938,6820,436,565,1438,-634,-1366,439,dire,14784.0,14072.0,12298.0,11776.0,11397.0,9875.0,7310.0,7351.0,5624.0,7141.0
3,15643,12443,11205,6881,6157,14956,13340,11270,8060,4659,687,-897,-65,-1179,1498,44,radiant,15570.0,13635.0,12523.0,12816.0,11440.0,11508.0,7003.0,8101.0,5976.0,4844.0
4,16415,13152,11254,8147,6681,18014,14333,11896,9309,6801,-1599,-1181,-642,-1162,-120,-4704,dire,16373.0,18026.0,12806.0,14204.0,11333.0,12069.0,8308.0,9628.0,6633.0,6868.0
5,11914,12022,11227,6577,6421,17349,15001,14028,9056,8712,-5435,-2979,-2801,-2479,-2291,-15985,dire,11848.0,17129.0,12410.0,15069.0,11353.0,14214.0,6800.0,9146.0,6574.0,8730.0
6,16136,11884,10160,7353,6729,13081,11864,10836,10790,6245,3055,20,-676,-3437,484,-554,radiant,15527.0,12455.0,11623.0,11709.0,10186.0,11045.0,7389.0,10689.0,6952.0,6411.0
7,14862,13205,11793,6550,6597,18270,13101,11073,7574,6537,-3408,104,720,-1024,60,-3548,dire,15327.0,17204.0,13086.0,12563.0,11355.0,11260.0,6733.0,7311.0,6834.0,6672.0
8,16597,15377,10250,6474,4695,12682,12687,10812,8066,5276,3915,2690,-562,-1592,-581,3870,radiant,15695.0,13149.0,13716.0,12982.0,10199.0,11134.0,6446.0,8145.0,4777.0,5495.0
9,12567,12167,9795,6069,5499,11510,10589,12771,7122,6276,1057,1578,-2976,-1053,-777,-2171,dire,12262.0,11389.0,12208.0,10647.0,9733.0,12901.0,6142.0,6923.0,5684.0,6483.0
10,16618,15884,11250,6832,5584,13715,13728,12451,8637,4788,2903,2156,-1201,-1805,796,2849,radiant,15574.0,13531.0,16454.0,13558.0,11297.0,12826.0,6853.0,8622.0,5869.0,4875.0
11,17945,12819,9466,7330,8024,12872,13487,9717,7102,6560,5073,-668,-251,228,1464,5846,radiant,17719.0,12899.0,12563.0,13608.0,8793.0,9995.0,7492.0,7170.0,7957.0,6778.0
12,13735,13513,10726,8989,6029,11195,11460,10377,8119,7238,2540,2053,349,870,-1209,4603,radiant,13602.0,11173.0,13196.0,11632.0,10635.0,9901.0,8830.0,8355.0,6131.0,7497.0
13,13656,12711,11110,6490,5958,16832,10812,11300,7472,7047,-3176,1899,-190,-982,-1089,-3538,dire,14008.0,16841.0,12417.0,10696.0,11531.0,11324.0,6670.0,7689.0,5931.0,7153.0
14,12772,10639,8647,6422,4482,13911,12835,9825,6560,5812,-1139,-2196,-1178,-138,-1330,-5981,radiant,12778.0,13427.0,10627.0,12640.0,8607.0,9919.0,6354.0,6643.0,4594.0,5759.0
15,14436,14280,12094,8341,5698,17697,12897,10121,7012,5582,-3261,1383,1973,1329,116,1540,radiant,14044.0,17945.0,14413.0,12540.0,12062.0,10029.0,8552.0,7301.0,5947.0,5839.0
16,13149,13521,10132,7445,6470,12913,11688,11168,6878,4801,236,1833,-1036,567,1669,3269,dire,13053.0,12777.0,13348.0,11305.0,10101.0,10884.0,7360.0,7002.0,6433.0,5026.0
17,14391,11970,11399,7773,6479,12948,12632,11893,11078,6449,1443,-662,-494,-3305,30,-2988,dire,14114.0,13563.0,12071.0,12350.0,11568.0,11171.0,7377.0,11437.0,6458.0,5516.0
18,13187,11642,11268,7678,6796,16177,10966,11837,7249,6693,-2990,676,-569,429,103,-2351,dire,13589.0,16567.0,11942.0,10379.0,11313.0,12057.0,7905.0,6956.0,6921.0,6774.0
19,12289,11885,12440,7245,6952,13021,15786,10891,7438,6198,-732,-3901,1549,-193,754,-2523,dire,12328.0,12771.0,11856.0,15398.0,12845.0,10615.0,7443.0,7430.0,6759.0,5861.0
20,15037,13971,14094,8131,5581,12857,9979,8106,7648,6735,2180,3992,5988,483,-1154,11489,radiant,14859.0,12303.0,13497.0,10068.0,13675.0,8256.0,8272.0,7792.0,5745.0,6748.0
21,12435,10553,9166,5924,5320,16894,13940,11104,7261,5698,-4459,-3387,-1938,-1337,-378,-11499,dire,11672.0,16563.0,10715.0,13889.0,9110.0,10857.0,5754.0,7359.0,5383.0,5844.0
22,18364,14708,12719,9267,7514,14428,10875,10179,6520,4909,3936,3833,2540,2747,2605,15661,radiant,18182.0,14318.0,14578.0,10768.0,12705.0,10336.0,9060.0,6580.0,7735.0,5162.0
23,12594,10168,9464,6448,6682,12924,13310,14171,7448,6331,-330,-3142,-4707,-1000,351,-8828,radiant,12500.0,12616.0,9996.0,13519.0,9690.0,14129.0,6331.0,7550.0,6652.0,6612.0
24,13651,11982,10020,6856,6612,16117,14783,13925,7713,7116,-2466,-2801,-3905,-857,-504,-10533,dire,13316.0,15952.0,11739.0,14189.0,9964.0,13782.0,6933.0,7578.0,6615.0,7057.0
25,11553,12214,12079,6509,6493,13931,11250,12212,6031,5090,-2378,964,-133,478,1403,334,dire,11518.0,13840.0,11896.0,11479.0,12048.0,12567.0,6426.0,5898.0,6520.0,4944.0
26,11946,10681,7885,6268,6088,12943,11978,10881,7881,6952,-997,-1297,-2996,-1613,-864,-7767,dire,11790.0,12777.0,10403.0,11996.0,8056.0,10673.0,6106.0,8023.0,5868.0,7128.0
27,15219,15109,12639,7588,5471,13938,15557,10091,4753,5310,1281,-448,2548,2835,161,6377,radiant,14693.0,13696.0,14833.0,15251.0,12696.0,10390.0,6836.0,5040.0,5507.0,5384.0
28,14921,11226,8378,10425,7201,12025,12728,10678,7469,6014,2896,-1502,-2300,2956,1187,3237,radiant,14329.0,12012.0,11326.0,12713.0,8278.0,10831.0,10483.0,7321.0,7519.0,6087.0
29,13555,8198,6915,6846,6414,14280,12424,10914,6790,6847,-725,-4226,-3999,56,-433,-9327,dire,13500.0,14121.0,8065.0,12223.0,7072.0,10878.0,6895.0,6984.0,6641.0,7032.0
30,15249,13509,13265,6943,6077,11992,11162,8699,7472,6678,3257,2347,4566,-529,-601,9040,radiant,15687.0,10922.0,13422.0,10869.0,13021.0,8606.0,7157.0,7156.0,6245.0,6613.0
31,14942,12893,10995,7598,7617,12306,12778,11237,6832,6366,2636,115,-242,766,1251,4526,dire,15142.0,12098.0,12929.0,12594.0,11035.0,11255.0,7969.0,7022.0,8017.0,6524.0
32,15859,12767,9101,6711,6333,14962,13946,10216,6750,6738,897,-1179,-1115,-39,-405,-1841,radiant,15662.0,14848.0,12970.0,13963.0,8835.0,10498.0,6506.0,6722.0,6485.0,6915.0
33,13281,12415,8085,6035,5821,16702,11766,11188,6833,6143,-3421,649,-3103,-798,-322,-6995,dire,13185.0,16261.0,12880.0,11204.0,8325.0,11012.0,6290.0,6696.0,5971.0,5971.0
34,16521,14383,15186,12740,8357,14981,11154,10002,7405,7298,1540,3229,5184,5335,1059,16347,radiant,16636.0,14239.0,14440.0,11356.0,15051.0,9681.0,12613.0,6538.0,8469.0,7085.0
35,13784,13117,11642,8564,6841,14699,14239,12181,6829,6188,-915,-1122,-539,1735,653,-188,radiant,14147.0,14162.0,13435.0,13314.0,11628.0,11975.0,8733.0,7052.0,6709.0,6316.0
36,16012,10487,8690,7084,5854,14810,12509,10045,7672,6314,1202,-2022,-1355,-588,-460,-3223,radiant,16264.0,14418.0,10517.0,12657.0,8814.0,10074.0,7317.0,7606.0,5929.0,6138.0
37,9597,10995,9970,6096,8031,15145,14180,11398,9324,8141,-5548,-3185,-1428,-3228,-110,-13499,dire,9779.0,14996.0,11064.0,13970.0,10350.0,11333.0,6335.0,9108.0,8207.0,7726.0
38,12432,12345,10402,7868,6111,14971,13514,11303,8656,9227,-2539,-1169,-901,-788,-3116,-8513,dire,12341.0,13865.0,12341.0,12616.0,10401.0,11347.0,8175.0,7960.0,5972.0,8275.0
39,15758,13563,12653,8583,6976,11440,10271,8068,5937,4729,4318,3292,4585,2646,2247,17088,radiant,15416.0,11762.0,12951.0,10365.0,11713.0,8356.0,8205.0,5640.0,6966.0,4991.0
40,13047,12388,7377,6757,8142,15065,15090,11712,6338,4781,-2018,-2702,-4335,419,3361,-5275,radiant,13016.0,14877.0,12015.0,15478.0,7413.0,11696.0,7035.0,6394.0,7866.0,4905.0
41,12081,12034,9271,8123,6285,15444,13592,10920,7331,6596,-3363,-1558,-1649,792,-311,-6089,dire,12370.0,14402.0,11993.0,12545.0,9389.0,10044.0,8209.0,6449.0,6367.0,6460.0
42,11598,11490,11446,5647,4595,13367,13221,13143,7495,5721,-1769,-1731,-1697,-1848,-1126,-8171,dire,11868.0,13198.0,11496.0,13283.0,11739.0,12604.0,5864.0,7195.0,4807.0,5483.0
43,15396,12565,9888,5852,5177,15660,14489,13675,8150,7071,-264,-1924,-3787,-2298,-1894,-10167,dire,15139.0,15006.0,12041.0,14157.0,9784.0,13358.0,5818.0,8141.0,5215.0,7041.0
44,15693,13285,10402,9969,7103,12924,11531,10436,7504,6175,2769,1754,-34,2465,928,7882,radiant,15361.0,12811.0,13082.0,11969.0,10097.0,10463.0,9815.0,7851.0,7139.0,6395.0
45,12573,12989,11895,6357,4681,15531,14472,12940,9716,7564,-2958,-1483,-1045,-3359,-2883,-11728,dire,12207.0,16274.0,12835.0,14566.0,12053.0,12777.0,6274.0,9957.0,4923.0,7945.0
46,12619,9868,7154,5307,4131,12499,12126,9934,7146,6217,120,-2258,-2780,-1839,-2086,-8843,dire,12470.0,12689.0,9975.0,12329.0,7326.0,9964.0,5553.0,7337.0,4335.0,6075.0
47,15391,10734,10153,6334,5246,10406,11894,11511,6069,7040,4985,-1160,-1358,265,-1794,938,radiant,15319.0,10665.0,10932.0,12139.0,9976.0,11751.0,6175.0,6225.0,5307.0,7355.0
48,16905,12289,12165,8634,7466,12927,10564,10928,5366,5134,3978,1725,1237,3268,2332,12540,radiant,16536.0,13053.0,11869.0,10659.0,11894.0,11252.0,8312.0,5453.0,7111.0,5382.0
49,14089,9328,8776,4938,4193,14706,14234,12678,7832,7167,-617,-4906,-3902,-2894,-2974,-15293,dire,13821.0,14608.0,9144.0,14092.0,8868.0,12610.0,4670.0,7903.0,4149.0,7092.0
50,18625,12564,11598,7775,6466,13346,10179,10199,5846,5856,5279,2385,1399,1929,610,11602,radiant,18183.0,13361.0,11922.0,10529.0,11328.0,10241.0,7536.0,6096.0,6298.0,6014.0
51,15709,13352,13532,7213,7156,15119,11544,10093,7022,8103,590,1808,3439,191,-947,5081,radiant,15977.0,13895.0,13269.0,10921.0,13877.0,9166.0,7479.0,6531.0,7388.0,7647.0
52,15074,14010,13341,8404,5479,10767,11440,11512,8133,5550,4307,2570,1829,271,-71,8906,dire,14800.0,10876.0,13755.0,11145.0,13670.0,11465.0,8367.0,8488.0,5725.0,5752.0
53,15257,12259,13188,6503,6351,14367,12506,11586,7615,5512,890,-247,1602,-1112,839,1972,radiant,15143.0,13806.0,12394.0,12421.0,12995.0,11465.0,6636.0,7377.0,6476.0,5455.0
54,15979,9195,9149,5692,4582,20600,13732,11393,8165,5674,-4621,-4537,-2244,-2473,-1092,-14967,dire,15671.0,20492.0,8958.0,13645.0,8918.0,11565.0,5389.0,8295.0,4597.0,5884.0
55,15570,11567,10879,7548,6211,19791,13321,11891,9265,9046,-4221,-1754,-1012,-1717,-2835,-11539,dire,15895.0,19414.0,11903.0,13651.0,11178.0,11395.0,7896.0,9505.0,6248.0,9160.0
56,12903,12120,11576,8191,7009,10960,10912,10241,6316,5613,1943,1208,1335,1875,1396,7757,radiant,12516.0,10372.0,12198.0,11028.0,11182.0,10151.0,7850.0,6464.0,7083.0,5828.0
57,11686,11060,9874,7922,5042,14389,13904,11468,12778,8851,-2703,-2844,-1594,-4856,-3809,-15806,dire,12157.0,14216.0,10990.0,13661.0,10143.0,11383.0,8126.0,12327.0,5203.0,8248.0
58,13547,11806,9551,6517,6541,15083,13933,10227,8328,8051,-1536,-2127,-676,-1811,-1510,-7660,dire,13739.0,15136.0,11790.0,13511.0,9212.0,10041.0,6484.0,8518.0,6702.0,8098.0
59,14243,11929,11781,7074,6843,14526,13908,10968,10419,7940,-283,-1979,813,-3345,-1097,-5891,dire,13504.0,14227.0,11966.0,14088.0,11098.0,11132.0,6839.0,10324.0,6434.0,8037.0
60,12451,12436,9059,10077,8329,14224,10159,11228,7261,7825,-1773,2277,-2169,2816,504,1655,dire,12297.0,13322.0,12821.0,9690.0,9356.0,10527.0,10374.0,7002.0,8440.0,7701.0
61,13513,9765,9001,7046,6004,18874,12319,12271,7191,7388,-5361,-2554,-3270,-145,-1384,-12714,dire,13087.0,18928.0,9720.0,12574.0,8841.0,12439.0,7203.0,7488.0,6109.0,7648.0
62,16964,11904,12320,7584,7593,15671,10471,12588,9254,5392,1293,1433,-268,-1670,2201,2989,dire,16913.0,15528.0,11980.0,10473.0,12286.0,12736.0,7661.0,9302.0,7608.0,5596.0
63,11519,13663,12284,8800,6944,14745,11779,11235,6205,5988,-3226,1884,1049,2595,956,3258,radiant,11406.0,14702.0,13683.0,11768.0,12063.0,11397.0,8575.0,6474.0,6831.0,6113.0
64,16903,14343,13901,7403,6155,15623,13972,11984,8087,8057,1280,371,1917,-684,-1902,982,dire,16463.0,15314.0,14262.0,13906.0,13732.0,11991.0,7673.0,8137.0,6438.0,8221.0
65,14469,11672,10330,7546,4911,13173,9526,11330,7449,6272,1296,2146,-1000,97,-1361,1178,dire,14347.0,12941.0,12048.0,9359.0,10391.0,11420.0,7563.0,7416.0,4909.0,6335.0
66,12272,14041,10047,6292,5420,13535,13657,10147,9071,8587,-1263,384,-100,-2779,-3167,-6925,dire,10895.0,13739.0,13056.0,13008.0,9410.0,10180.0,5769.0,9181.0,5099.0,8097.0
67,11383,12330,9377,7542,6787,14023,12872,12578,7133,6950,-2640,-542,-3201,409,-163,-6137,dire,11664.0,13971.0,12825.0,12962.0,9541.0,12625.0,7232.0,7120.0,6963.0,7016.0
68,14202,11138,10150,7605,7445,17118,14748,13558,8155,7156,-2916,-3610,-3408,-550,289,-10195,dire,13938.0,16766.0,11193.0,14508.0,10174.0,12990.0,7819.0,7270.0,7475.0,6916.0
69,15575,13273,11468,6312,6474,14066,13891,11934,6622,5539,1509,-618,-466,-310,935,1050,radiant,15128.0,13977.0,13304.0,13806.0,11362.0,11945.0,6347.0,6577.0,6633.0,5794.0
70,17996,14579,12360,9091,8079,11317,12691,8973,5086,4751,6679,1888,3387,4005,3328,19287,radiant,17311.0,11624.0,14207.0,12924.0,11972.0,8774.0,9105.0,5291.0,7862.0,4813.0
71,17717,16307,15003,11330,9108,15109,11600,11578,10710,5981,2608,4707,3425,620,3127,14487,radiant,17319.0,15220.0,15871.0,11761.0,15112.0,12024.0,11186.0,10354.0,8718.0,5955.0
72,16522,14652,11934,10006,9363,12648,12857,8226,7288,5787,3874,1795,3708,2718,3576,15671,radiant,15860.0,12777.0,14201.0,12783.0,11727.0,8331.0,10035.0,7381.0,9040.0,5986.0
73,20498,15855,12534,9737,8752,13724,13224,12196,6688,6755,6774,2631,338,3049,1997,14789,radiant,20284.0,13637.0,15459.0,13360.0,12689.0,12277.0,9783.0,6844.0,8646.0,6757.0
74,11544,11561,12062,7203,4651,15676,12114,9703,6828,5496,-4132,-553,2359,375,-845,-2796,dire,11591.0,15595.0,11550.0,12458.0,12036.0,9941.0,7475.0,6781.0,4848.0,5653.0
75,15060,11763,11993,7871,5988,14668,13878,12612,7528,5634,392,-2115,-619,343,354,-1645,radiant,14785.0,14416.0,11738.0,13924.0,12176.0,12747.0,8108.0,7566.0,5959.0,5675.0
76,18391,10473,11142,9456,6951,11128,11032,10374,6481,6569,7263,-559,768,2975,382,10829,radiant,18030.0,11152.0,10446.0,11326.0,11196.0,10470.0,9124.0,6501.0,6867.0,6807.0
77,15862,14693,10966,8346,6697,11504,9649,8068,5576,4508,4358,5044,2898,2770,2189,17259,radiant,15949.0,11295.0,14655.0,9892.0,11095.0,8114.0,8472.0,5758.0,6802.0,4722.0
78,8832,8332,7930,5231,4968,18590,18153,15609,9557,8090,-9758,-9821,-7679,-4326,-3122,-34706,dire,6881.0,17271.0,7151.0,16843.0,7547.0,14739.0,4023.0,8768.0,4623.0,7552.0
79,15383,10765,11363,6138,5737,15733,11033,10942,6647,7303,-350,-268,421,-509,-1566,-2272,dire,14754.0,15676.0,10634.0,10858.0,11341.0,11045.0,6223.0,6684.0,5849.0,7629.0
80,12703,11015,12263,5739,5777,16727,13333,10398,10207,7553,-4024,-2318,1865,-4468,-1776,-10721,dire,12631.0,16608.0,11278.0,12493.0,11745.0,10695.0,5661.0,10068.0,5861.0,7716.0
81,10324,11109,11295,9993,6533,19945,15817,11732,9069,6760,-9621,-4708,-437,924,-227,-14069,dire,9988.0,19940.0,10848.0,15516.0,10845.0,11887.0,9845.0,9100.0,6541.0,6827.0
82,11690,11693,9377,11006,4491,17466,13269,10886,9434,6138,-5776,-1576,-1509,1572,-1647,-8936,dire,11934.0,16606.0,12073.0,13145.0,9489.0,10796.0,10909.0,8952.0,4263.0,6144.0
83,12900,14381,11572,8077,5204,13313,11379,10213,10267,4957,-413,3002,1359,-2190,247,2005,dire,13123.0,13209.0,13834.0,11450.0,11645.0,10457.0,7873.0,10583.0,5295.0,4980.0
84,15195,12131,10655,8384,8257,12587,11682,11030,9455,9486,2608,449,-375,-1071,-1229,382,dire,15840.0,12227.0,12003.0,11110.0,10970.0,10880.0,8785.0,8817.0,8339.0,8582.0
85,14039,11613,8521,6912,6955,11685,12907,11252,8617,5910,2354,-1294,-2731,-1705,1045,-2331,dire,14173.0,11493.0,11627.0,13281.0,8719.0,11268.0,7183.0,8778.0,7039.0,6202.0
86,14781,13192,10020,6406,6543,12965,10933,10124,6633,6625,1816,2259,-104,-227,-82,3662,dire,14605.0,12950.0,12905.0,10687.0,10050.0,10471.0,6734.0,6887.0,6429.0,6618.0
87,19388,16543,15637,11321,8954,15763,15226,12174,6469,9084,3625,1317,3463,4852,-130,13127,radiant,18716.0,15752.0,15668.0,15617.0,14850.0,12495.0,10848.0,6613.0,8364.0,9327.0
88,19767,13403,13605,6173,6579,15799,12623,12114,7138,5777,3968,780,1491,-965,802,6076,radiant,18847.0,15851.0,13262.0,12757.0,13713.0,12016.0,6314.0,7158.0,6753.0,6036.0
89,16540,12773,11251,7097,6075,11018,8307,9595,9014,5701,5522,4466,1656,-1917,374,10101,radiant,16334.0,10832.0,12972.0,8298.0,11305.0,9569.0,7069.0,8859.0,6163.0,5601.0
90,10632,10599,9838,5736,5215,17395,11256,12802,12269,9267,-6763,-657,-2964,-6533,-4052,-20969,dire,10719.0,16833.0,10624.0,11073.0,10236.0,12686.0,5917.0,12138.0,5405.0,8230.0
91,13290,13801,12185,7281,7527,15317,13360,9185,6305,5040,-2027,441,3000,976,2487,4877,radiant,12466.0,15181.0,13801.0,13258.0,12311.0,9486.0,7202.0,6516.0,7674.0,5214.0
92,16740,12147,10362,8915,5896,18361,12629,10975,7727,6387,-1621,-482,-613,1188,-491,-2019,radiant,16728.0,18364.0,12088.0,12507.0,10464.0,10854.0,8668.0,7417.0,6103.0,6566.0
93,10039,8797,7841,6214,4767,15603,15007,11942,9376,8558,-5564,-6210,-4101,-3162,-3791,-22828,dire,10174.0,15174.0,8640.0,15129.0,8024.0,11666.0,6209.0,9338.0,4829.0,8366.0
94,14356,12334,10307,8708,7978,13100,13325,10059,7658,7040,1256,-991,248,1050,938,2501,radiant,13064.0,13502.0,12271.0,12754.0,10148.0,9923.0,8645.0,7549.0,7856.0,7409.0
95,14769,13363,14491,6844,4791,19231,14928,13459,5665,3576,-4462,-1565,1032,1179,1215,-2601,dire,14089.0,19088.0,13748.0,14407.0,13878.0,13457.0,6484.0,5899.0,4726.0,3732.0
96,20141,13106,7170,9837,5807,15654,13177,10189,6475,4931,4487,-71,-3019,3362,876,5635,dire,19883.0,16002.0,13436.0,12752.0,7026.0,8904.0,10098.0,6254.0,6049.0,4574.0
97,14569,10426,10259,5698,5700,19539,15262,11587,5371,5545,-4970,-4836,-1328,327,155,-10652,dire,15052.0,18652.0,10263.0,15066.0,10385.0,11459.0,5621.0,5337.0,5960.0,5510.0
98,13024,13888,9638,6157,5446,14631,11966,12502,5501,5544,-1607,1922,-2864,656,-98,-1991,radiant,12917.0,14857.0,14001.0,12052.0,9709.0,12452.0,6512.0,5698.0,5655.0,5675.0
99,12067,10486,11285,6128,5882,12044,12433,11713,8140,7528,23,-1947,-428,-2012,-1646,-6010,dire,12086.0,11807.0,10386.0,12431.0,11101.0,11314.0,6426.0,8110.0,6172.0,7464.0
100,12997,10238,7437,4107,4491,16813,12270,11097,9475,7773,-3816,-2032,-3660,-5368,-3282,-18158,dire,12966.0,16132.0,9749.0,11880.0,7642.0,10720.0,4139.0,9936.0,4624.0,7947.0
101,14198,11817,10405,7059,5614,16426,13142,11289,9022,7083,-2228,-1325,-884,-1963,-1469,-7869,dire,13880.0,16389.0,11667.0,13201.0,10474.0,11701.0,7313.0,9263.0,5758.0,7316.0
102,18520,14407,11987,7593,8301,18051,11423,10722,6624,7006,469,2984,1265,969,1295,6982,radiant,18078.0,17740.0,14346.0,10798.0,11345.0,10692.0,7630.0,6652.0,8199.0,6918.0
103,17625,18503,12525,10316,7263,12648,12684,10855,9928,5947,4977,5819,1670,388,1316,14170,radiant,18046.0,10624.0,18902.0,11056.0,12081.0,9974.0,10374.0,9516.0,7513.0,5886.0
104,10413,11971,11889,7112,7405,12323,11047,9907,8663,7054,-1910,924,1982,-1551,351,-204,radiant,10382.0,11356.0,12356.0,10679.0,12256.0,9452.0,7078.0,8583.0,7705.0,6973.0
105,14892,12429,11523,6067,5601,13774,15099,12899,7961,8546,1118,-2670,-1376,-1894,-2945,-7767,radiant,14254.0,13582.0,12245.0,14711.0,11900.0,12546.0,6302.0,7934.0,5743.0,8450.0
106,11190,10225,9776,5946,4824,14983,12431,11732,7822,6955,-3793,-2206,-1956,-1876,-2131,-11962,dire,11556.0,14375.0,10605.0,11897.0,10158.0,11328.0,6024.0,7630.0,4949.0,6625.0
107,14334,11089,9734,5255,4832,15043,9003,10578,6597,4849,-709,2086,-844,-1342,-17,-826,dire,13705.0,14515.0,10923.0,8968.0,9819.0,10727.0,5415.0,6758.0,4977.0,5071.0
108,9959,12902,11261,5704,7498,13626,12803,12062,10217,7241,-3667,99,-801,-4513,257,-8625,radiant,10134.0,13450.0,12833.0,12553.0,11132.0,12008.0,5752.0,10132.0,7594.0,7360.0
109,17048,9504,11083,5898,6704,15467,11369,11108,7495,5827,1581,-1865,-25,-1597,877,-1029,radiant,16212.0,15413.0,9460.0,11551.0,10846.0,11176.0,5869.0,7557.0,6515.0,5921.0
110,20582,10511,10759,7121,5599,14714,13203,12032,6606,6881,5868,-2692,-1273,515,-1282,1136,dire,20498.0,14548.0,10691.0,13321.0,10760.0,12264.0,7125.0,6617.0,5491.0,7071.0
111,13117,13164,11494,6416,5942,12461,13430,9689,9595,7599,656,-266,1805,-3179,-1657,-2641,radiant,13488.0,12648.0,13015.0,13436.0,11856.0,9621.0,6176.0,9514.0,6131.0,7396.0
112,14570,13246,13059,9167,7682,12804,11892,11288,6810,6059,1766,1354,1771,2357,1623,8871,radiant,14239.0,13201.0,12711.0,12207.0,13288.0,11597.0,9010.0,6505.0,7714.0,6156.0
113,10680,10436,9315,4442,4273,18165,12948,12422,8417,7747,-7485,-2512,-3107,-3975,-3474,-20553,dire,10522.0,17591.0,10537.0,12350.0,9300.0,12251.0,4348.0,8456.0,4395.0,7696.0
114,16052,11310,12121,7838,7054,14084,12583,12389,7659,5258,1968,-1273,-268,179,1796,2402,radiant,15623.0,13624.0,11280.0,12220.0,12134.0,12201.0,7660.0,7154.0,7259.0,5195.0
115,14352,14194,11440,8168,7624,10803,9937,7225,5062,4836,3549,4257,4215,3106,2788,17915,radiant,13657.0,10814.0,13591.0,10402.0,11368.0,7519.0,8063.0,5274.0,7401.0,5095.0
116,13218,12593,12859,9086,8119,14441,12611,9543,8649,5905,-1223,-18,3316,437,2214,4726,radiant,13157.0,14392.0,12774.0,12402.0,13054.0,9276.0,9318.0,8137.0,7882.0,6086.0
117,10591,11940,10616,6134,5046,14347,13094,11143,6819,5106,-3756,-1154,-527,-685,-60,-6182,dire,10955.0,14222.0,12343.0,11892.0,10843.0,11014.0,6384.0,6455.0,5283.0,4863.0
