match_id,hero_id,gold_t,lane,lane_role,radiant_team,dire_team,radiant_win
7548252414,43,"[0, 237, 486, 816, 1336, 1465, 1555, 1965, 2295, 2626, 3014, 3351, 3496, 3819, 4343, 4547, 5000, 5247, 5757, 6464, 6939, 7635, 8213, 8347, 9207, 9646, 9959, 10264, 10801, 11108, 11342, 12333, 12777, 13314, 13785, 14233, 14928, 15194, 15393, 16061, 16161, 16455, 16745, 17215, 17918, 18132, 18474, 18911, 19801, 20327, 20433, 21002, 21107, 21353, 21750, 21980, 22188, 22746, 23188, 23394, 23610, 24029, 25705, 27407, 27979, 28254, 29005, 29614, 30159, 30833, 31290, 32427, 32701, 33037, 33311, 33586, 34187, 34808, 35365, 35954, 36369, 36891, 37276, 38290, 38850, 40142, 40956, 42253]",1.0,3.0,"[67, 2, 22, 20, 40]","[8, 97, 43, 27, 121]",False
7625796211,44,"[0, 336, 610, 1009, 1172, 1750, 2201, 2503, 3003, 3506, 3998, 4481, 4935, 5375, 6095, 6926, 7664, 8532, 9159, 9698, 10250, 11238, 12049, 12870, 13262, 14433, 15284, 15886, 16125, 17308, 17762, 18795, 19335, 21465, 21927, 22402, 23048, 23346, 23875, 25248, 26144, 28309, 29068, 29727, 31665, 32220, 32988, 34457, 35609, 37187, 39659, 40737, 42723, 43708, 44813, 45682, 46835, 47475, 47844, 48740, 49914, 50358, 51349, 52927, 53789, 55522, 56654, 57508, 57922, 60826, 62574, 65232]",1.0,1.0,"[85, 44, 97, 9, 126]","[109, 35, 104, 86, 110]",False
7553654119,45,"[144, 463, 553, 703, 793, 912, 1096, 1383, 1489, 1579, 1971, 2146, 2402, 2658, 2870, 3174, 3731, 4326, 4681, 4954, 5256, 5636, 5731, 5993, 6263, 6620, 7179, 7366, 7462, 7648, 7744, 8194, 8987, 9298, 9853, 10091, 10191, 11322, 11799, 12761, 14021, 14267, 15173, 15393, 15702, 15802, 16282, 16533, 16929, 17035, 17303, 17513, 18031, 18644, 19141, 19609, 19715, 19953, 20711, 20917, 21342, 21448]",3.0,3.0,"[32, 83, 97, 45, 90]","[21, 51, 120, 23, 112]",False
7583012200,46,"[0, 205, 530, 693, 1212, 1577, 1902, 2423, 2918, 3550, 4162, 4733, 5490, 6408, 6984, 7727, 8391, 9060, 9830, 10439, 11072, 11644, 12896, 13284, 13568, 14104, 14937, 15819, 16941, 17756, 18715, 19156, 19793, 20369, 21076, 22297, 23220, 24524, 25264, 25720, 26430, 27245, 29046, 30454, 31638, 32156, 32895, 34188, 35338, 36464, 37286, 40974, 42343, 42794, 43929, 44454, 46170]",3.0,1.0,"[89, 106, 137, 112, 105]","[111, 73, 50, 19, 46]",True
7541933305,47,"[0, 429, 668, 955, 1121, 1583, 1960, 2087, 2321, 2710, 2963, 3274, 3449, 4026, 4245, 4384, 4862, 5539, 5762, 6325, 6828, 7499, 8438, 9298, 9784, 10316, 10776, 11063, 11875, 12326, 12668, 13202, 13302, 13828, 14918, 15896, 16585, 17249, 17431, 17688, 18072, 19212, 19772, 20205, 20882, 20987, 21479, 21725, 22321, 23000, 23285, 24076, 24860, 25255, 25361, 25491, 25999, 26921]",3.0,3.0,"[10, 45, 23, 19, 47]","[12, 65, 74, 96, 20]",False
7519118314,48,"[0, 209, 450, 657, 851, 1013, 1223, 1708, 1934, 2239, 2655, 2993, 3380, 3974, 4735, 5564, 6105, 6408, 7106, 7887, 8457, 8990, 9649, 10800, 11510, 12298, 13270, 14103, 14996, 15425, 16191, 16647, 17721, 18979, 19631, 20888, 21159, 23115, 23215, 24029, 24597, 25371, 26722, 27160, 28036, 29192, 29401, 30163, 30993, 32219, 33184, 34829, 36244, 39116, 40269, 41107, 42151, 43091, 44157, 45547]",3.0,1.0,"[53, 51, 136, 20, 10]","[80, 112, 83, 23, 48]",True
7612171311,49,"[0, 300, 628, 892, 1274, 1601, 2059, 2580, 3041, 3320, 3983, 4553, 5160, 5634, 6392, 6842, 7176, 7596, 8290, 8858, 9442, 10105, 10606, 11690, 12152, 12840, 14108, 14941, 15778, 16501, 17243, 17811, 18315, 18785, 19645, 21252, 21352, 21572, 22197, 23701, 24898, 26264, 26524, 27557, 28362, 29254, 30560, 31871, 32620, 33251, 33639, 34096, 35548, 36686, 37450, 37860, 38685, 39665, 40876, 41447, 42270, 42712]",1.0,3.0,"[89, 45, 23, 9, 60]","[49, 13, 85, 73, 128]",True
7583012200,50,"[0, 166, 479, 971, 1422, 1913, 2523, 2929, 3605, 4063, 4402, 5049, 5517, 6023, 6649, 7173, 8228, 8458, 8981, 9399, 10233, 10573, 10914, 11663, 12089, 12961, 13626, 14134, 15056, 15729, 16217, 16751, 17056, 17287, 18087, 18691, 19592, 20520, 21010, 21308, 21943, 22640, 23220, 24145, 25450, 26422, 28088, 30350, 31018, 31947, 32835, 34596, 36275, 37089, 38477, 38871, 39582]",2.0,2.0,"[89, 106, 137, 112, 105]","[111, 73, 50, 19, 46]",True
7553654119,51,"[119, 348, 438, 595, 760, 1060, 1158, 1280, 1428, 1518, 1792, 2005, 2272, 2508, 2603, 2907, 3313, 3407, 3666, 4216, 4755, 4850, 5793, 6510, 6713, 7694, 8199, 9310, 9697, 10331, 11666, 11971, 12448, 12548, 13193, 13593, 14131, 14772, 15591, 16306, 16406, 17128, 18055, 19099, 19307, 20310, 21638, 22511, 23261, 24333, 25037, 25626, 26134, 26407, 26853, 27480, 27918, 28093, 29086, 29261, 30726, 31553]",3.0,1.0,"[32, 83, 97, 45, 90]","[21, 51, 120, 23, 112]",True
7619853714,52,"[0, 209, 299, 406, 565, 704, 842, 1022, 1198, 1500, 1829, 1929, 2146, 2538, 3155, 3426, 3779, 4220, 4432, 4590, 4685, 5035, 5255, 5823, 5990, 6504, 7030, 7125, 7302, 7432, 7948, 8602, 9237, 9656, 10143, 10243, 10817, 11278, 11378, 12307, 12616, 13087, 13187, 14842, 15284, 15384, 15946, 16101, 16369, 16905, 17263, 17369, 17885, 18823, 19728, 21090, 21331, 23471, 23982, 24495]",3.0,1.0,"[18, 90, 106, 138, 121]","[70, 129, 52, 43, 19]",True
7519118314,53,"[0, 250, 378, 653, 1061, 1371, 1809, 2009, 2504, 2909, 3633, 4609, 4871, 5506, 5910, 6332, 7103, 7803, 8659, 9407, 9838, 11044, 11523, 11715, 12567, 13391, 14057, 15242, 16241, 16513, 17260, 17937, 19153, 20266, 20814, 22035, 23492, 25071, 25541, 26629, 27026, 27767, 29865, 30883, 31887, 32686, 33804, 34519, 35770, 37838, 39400, 39684, 40167, 41523, 41987, 44143, 45124, 46455, 47692, 47797]",1.0,1.0,"[53, 51, 136, 20, 10]","[80, 112, 83, 23, 48]",False
7575788217,54,"[0, 170, 409, 569, 1121, 1492, 1839, 2323, 2856, 3439, 4006, 4597, 5086, 5669, 6239, 6862, 7608, 8181, 8657, 9282, 9772, 10765, 11359, 11868, 12815, 13221, 14308, 14946, 15580, 15888, 16505, 17320, 18543, 19377, 20451, 21427, 21527, 21982, 22873, 23273, 24016, 25722, 26638, 28047, 28765, 30103, 31071, 32005, 33001, 33687, 34362, 35064, 36368, 37849, 40101]",3.0,1.0,"[97, 120, 58, 80, 119]","[100, 54, 25, 129, 5]",True
7566717109,55,"[0, 331, 916, 1201, 1580, 2268, 2754, 3304, 3881, 4393, 4630, 5060, 6082, 6986, 7473, 8126, 8817, 9570, 10318, 10815, 11415, 12091, 12418, 12647, 13156, 14392, 14985, 15670, 16252, 16431, 16527, 18070, 19120, 19674, 20395, 21243, 22861, 23023, 24647, 25685, 26138, 26655, 27308, 28169, 29638, 30787, 31625, 33378, 34886, 35883]",3.0,3.0,"[82, 123, 55, 63, 112]","[101, 13, 1, 20, 102]",True
7535724706,56,"[169, 373, 623, 914, 1337, 1523, 1973, 2377, 2664, 3032, 3577, 4500, 4997, 5588, 5953, 6277, 7039, 7502, 8208, 8802, 9415, 10039, 10357, 10888, 11325, 12062, 12765, 13415, 14024, 14201, 14615, 15259, 15438, 16308, 16569, 17135, 17992, 18336, 18436, 18600, 19497, 20404, 21264, 21857, 22066, 22172, 22410, 24617, 26720, 27591, 28897, 30169, 30794, 31575, 32020, 32776, 34366, 34826, 35089, 35648, 35968]",3.0,1.0,"[70, 97, 110, 138, 86]","[105, 113, 98, 100, 56]",False
7570812500,57,"[0, 294, 623, 1036, 1373, 1672, 1879, 2425, 2826, 3174, 3662, 4171, 4380, 4740, 5005, 5194, 5616, 6266, 6746, 7499, 7731, 7955, 8217, 8529, 9128, 9544, 9917, 10294, 10873, 11337, 11557, 11903, 12373, 13701, 14404, 15832, 16241, 16727, 17412, 18244, 19386, 19985, 20417, 20729, 21391, 21997, 22951, 23297, 24463, 25155, 26440, 27919, 28151, 29255, 29757, 30776, 31196, 31702, 32092, 33564, 33885, 34523, 37044]",2.0,2.0,"[123, 17, 38, 10, 21]","[95, 57, 37, 98, 86]",True
7536677705,58,"[442, 652, 742, 832, 1074, 1288, 1607, 1852, 2099, 2508, 2680, 3104, 3518, 3721, 3990, 4349, 4834, 5495, 5686, 5893, 6306, 6493, 7074, 7321, 7721, 8454, 8804, 9082, 9585, 10043, 10324, 10656, 10818, 10972, 11230, 11440, 11599, 12488, 12652, 13460, 14265, 14501, 15224, 15432, 15532, 15810, 16394, 16874, 17486, 18656, 18860, 19140, 20050, 20758, 21547, 22113, 23206, 23681, 24134, 25816, 26027, 26762, 27698, 28248, 28952, 29058, 29692, 29976, 30732, 31755, 31966, 32078, 32443, 33017, 33130, 33677, 34390, 35254, 35613, 35802, 36264, 36462, 36608, 36721, 36833, 37172, 37999, 39037, 39589, 40080, 40536, 41216, 42474, 42828, 43441, 43823, 44435]",1.0,3.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",False
7560629402,59,"[0, 244, 442, 603, 1122, 1467, 2021, 2444, 3023, 3512, 4077, 4961, 5465, 6213, 6779, 7349, 8658, 9094, 9944, 10114, 11312, 12395, 13520, 14560, 14836, 15990, 16630, 17215, 17908, 18543, 20473, 21386, 22364, 23038, 23138, 23788, 24839, 25628, 26220, 26972, 27948, 28812, 29952, 30969, 31794, 32630, 33598, 35096, 36072, 36851, 38947, 40165, 41230, 41336, 41442]",2.0,2.0,"[45, 25, 23, 123, 49]","[59, 106, 102, 105, 15]",False
7612171311,60,"[0, 214, 486, 770, 1100, 1390, 1915, 2306, 2867, 3333, 4193, 4675, 5327, 5782, 6123, 6735, 7414, 8013, 8499, 9780, 10526, 10860, 11136, 11538, 12248, 12597, 13008, 13300, 14358, 15003, 15775, 15984, 16386, 17083, 17749, 17849, 17995, 18592, 18969, 19069, 19169, 19876, 20791, 21571, 21671, 22135, 23099, 24544, 24992, 25098, 25777, 26199, 26813, 27745, 28047, 28315, 28758, 29782, 30138, 30509, 30971, 31440]",3.0,3.0,"[89, 45, 23, 9, 60]","[49, 13, 85, 73, 128]",False
7560377202,61,"[904, 1289, 1555, 2178, 2789, 3355, 3832, 4496, 5306, 5751, 7115, 7427, 8009, 9014, 9509, 9996, 10284, 10720, 11109, 11499, 12101, 12426, 13161, 14003, 14334, 15425, 16176, 16703, 17485, 18143, 18374, 19253, 19805, 20049, 20149, 20249, 22129, 23026, 23444, 23626, 23942, 24561, 25075, 25437, 25914, 26020, 26741, 26930, 27927, 28103, 28335]",3.0,3.0,"[10, 49, 121, 61, 128]","[70, 129, 20, 123, 35]",False
7611209103,62,"[0, 368, 630, 990, 1345, 1745, 1880, 2259, 2750, 3337, 3977, 4181, 4856, 5332, 5593, 5942, 6357, 6957, 7472, 8011, 8241, 8754, 9029, 9363, 9565, 9861, 10099, 10550, 10850, 11123, 11341, 11511, 11720, 12031, 12297, 13226, 15053, 15383, 18260, 18593, 18792, 19096, 19372, 19507, 19999, 20426, 21024, 21504, 21610, 22118, 22224, 22387, 22887, 23673, 24100, 25747, 26591]",2.0,2.0,"[44, 62, 28, 121, 85]","[109, 120, 101, 5, 129]",True
7611956203,63,"[0, 243, 495, 888, 1263, 1623, 1965, 2520, 2888, 3518, 3879, 4371, 4731, 4879, 5387, 5924, 6240, 6978, 7394, 8330, 9191, 10220, 10864, 11647, 12447, 12623, 13076, 14321, 15185, 16161, 16994, 18330, 18830, 19609, 21438, 22530, 23890, 24681, 26121, 26796, 28366, 30170, 31233, 32253, 33616, 34514, 36553, 38158, 39888, 41441, 42779, 43958, 45922, 46767, 47683, 48869, 50196, 51451, 51817, 52790, 53798, 54048, 54907, 56390, 58204, 59324, 60810, 61760, 62980, 63536, 64499, 65533, 67762]",3.0,1.0,"[28, 105, 20, 113, 120]","[72, 137, 63, 23, 121]",True
7566637019,64,"[154, 309, 486, 606, 993, 1183, 1396, 1639, 1833, 2166, 2991, 3156, 3246, 3494, 3589, 4256, 4511, 4651, 4840, 5731, 6011, 6945, 7247, 7979, 8517, 8924, 9198, 9292, 9508, 10097, 10349, 11000, 11272, 11793, 12237, 12592, 13655, 13960, 14609, 15489, 16104, 16306, 17078, 17637, 18040, 18529, 18919, 19063, 19666, 20406, 20821, 21144]",1.0,3.0,"[49, 95, 107, 123, 121]","[64, 82, 69, 126, 45]",False
7536677705,65,"[73, 203, 293, 531, 848, 958, 1369, 1836, 2249, 2546, 3061, 3800, 4340, 4903, 5217, 5815, 6110, 6448, 7197, 7645, 7740, 7835, 8368, 8736, 9199, 9293, 9388, 9844, 10458, 10554, 11022, 11335, 12469, 13262, 13773, 13985, 14085, 14185, 14626, 14909, 15207, 15873, 16444, 16959, 17494, 18442, 18891, 19068, 19314, 19714, 20566, 20983, 21518, 21624, 21730, 22129, 22589, 22927, 23716, 24136, 24377, 24573, 24969, 25626, 25850, 26079, 26191, 27263, 27851, 28891, 29446, 29868, 31037, 31594, 32645, 33015, 34324, 36020, 37081, 38424, 38671, 38888, 39422, 40204, 40913, 41990, 42854, 42974, 43283, 43518, 44090, 44993, 46577, 47103, 47546, 47831, 48273]",2.0,2.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",True
7624424306,66,"[0, 130, 254, 392, 598, 688, 896, 1401, 1604, 1729, 2125, 2449, 2677, 2813, 3022, 3462, 3658, 3947, 4468, 4913, 5546, 5716, 6047, 6632, 7186, 7413, 7947, 8655, 9332, 10285, 11071, 11808, 12947, 13500, 13841, 14390, 14729, 15661, 16697, 16965, 17147, 18029, 18382, 18748, 19320, 19766, 20390, 20776, 20881, 22410]",1.0,1.0,"[66, 95, 19, 9, 28]","[65, 5, 15, 77, 18]",True
7548252414,67,"[0, 291, 700, 948, 1156, 1450, 1707, 2035, 2448, 2981, 3348, 3853, 4247, 4533, 4894, 5067, 5642, 6361, 6651, 7104, 8239, 8617, 9067, 9941, 10236, 11269, 11709, 12343, 13141, 14296, 15160, 15984, 16618, 17046, 17736, 18634, 19395, 20320, 21144, 22718, 23398, 24326, 25394, 25803, 26817, 27791, 28452, 29736, 30232, 31094, 32264, 34219, 34753, 35949, 36664, 37343, 39294, 39988, 40846, 42106, 44473, 45698, 46215, 47792, 47898, 48126, 48744, 49835, 50793, 51544, 52132, 53853, 53965, 55077, 55351, 55767, 56679, 58373, 59524, 60334, 60737, 61192, 62009, 63219, 63755, 64822, 66485, 68712]",1.0,1.0,"[67, 2, 22, 20, 40]","[8, 97, 43, 27, 121]",True
7526305209,68,"[0, 170, 260, 399, 489, 656, 934, 1215, 1350, 1530, 1649, 1895, 2114, 2312, 2407, 2823, 3194, 3294, 3477, 3849, 4262, 4357, 4616, 4970, 5246, 5819, 5950, 6454, 6806, 7037, 7349, 7865, 8739, 8839, 9134, 9324, 9424, 9572, 10056, 10156, 10713, 11073, 11173, 11381, 12203, 12510, 12733, 13190, 13344, 14441, 15138, 15725, 15831, 17211, 17727, 17833, 18331]",1.0,1.0,"[68, 96, 105, 89, 76]","[110, 41, 43, 26, 106]",True
7536677705,69,"[174, 420, 774, 1168, 1581, 1973, 2430, 3191, 3576, 3992, 4204, 4843, 5252, 5785, 6170, 6643, 7311, 7718, 8011, 8602, 9048, 9552, 10258, 10886, 11215, 11951, 13231, 13706, 14830, 15599, 16379, 16781, 17209, 17885, 18510, 18770, 18934, 20110, 20255, 21267, 21768, 22225, 22625, 23562, 23997, 24435, 25652, 26589, 27737, 28338, 28868, 29374, 29886, 30390, 30979, 32348, 32967, 33708, 34213, 35095, 36305, 37045, 37877, 38442, 38884, 39839, 40111, 41671, 42303, 42817, 43472, 43834, 44148, 44531, 45513, 46621, 46939, 47301, 47634, 47777, 48088, 48387, 49687, 49800, 50457, 51875, 52175, 52854, 53389, 53724, 54160, 54991, 56160, 56466, 56746, 56923, 57043]",1.0,3.0,"[113, 22, 96, 65, 105]","[94, 106, 69, 58, 121]",False
7632649002,70,"[0, 240, 515, 924, 1233, 1623, 2173, 2605, 2825, 3060, 3408, 3949, 4825, 5216, 5906, 6172, 7237, 8124, 8948, 9328, 10155, 10982, 11905, 12848, 13805, 14378, 15500, 16074, 17052, 18175, 18271, 19103, 20042, 20429, 20789, 21164, 21843, 22042, 22701, 23190, 24623, 26508, 27433, 28600, 30497, 32857, 35118, 36301, 37709, 39194, 40411, 41703, 43051, 44960, 46039, 47875, 49360, 49465, 50204, 51351, 51457, 52335, 53271, 54044]",3.0,1.0,"[110, 19, 137, 41, 121]","[13, 70, 129, 9, 79]",False
7568433407,71,"[60, 353, 667, 914, 1078, 1293, 1706, 2235, 2574, 2916, 3839, 4144, 4789, 5350, 5711, 6249, 7161, 7346, 7755, 8226, 8408, 8675, 9242, 9662, 10040, 10262, 10744, 11158, 11836, 12279, 12839, 13063, 13719, 13819, 14779, 16021, 16554, 17041, 18288, 18388, 19212, 19743, 19843, 20345, 20988, 21679, 22300, 22510, 23661, 24249, 25355, 25675, 26620, 27779, 28392, 29108, 29844, 31151, 32498, 33464, 33993, 34316]",2.0,2.0,"[121, 123, 2, 71, 114]","[63, 29, 65, 100, 79]",False
7611956203,72,"[0, 170, 260, 350, 526, 668, 758, 972, 1062, 1264, 1409, 1499, 2227, 2380, 2735, 2830, 2988, 3082, 3323, 4311, 4454, 4779, 5018, 5251, 5775, 6331, 7004, 7099, 7379, 7781, 7927, 8250, 8441, 8561, 9426, 9706, 10538, 10757, 10967, 11067, 11460, 12029, 12378, 12478, 12713, 13139, 13641, 14296, 15062, 15544, 15790, 15896, 16836, 17107, 17347, 17897, 18415, 18865, 19302, 19457, 20410, 21239, 21868, 22468, 23736, 24200, 24448, 25051, 25902, 26569, 26928, 27530, 30079]",3.0,1.0,"[28, 105, 20, 113, 120]","[72, 137, 63, 23, 121]",True
7612171311,73,"[0, 371, 827, 1139, 1599, 1897, 2376, 3278, 4156, 5108, 6095, 6405, 7474, 8500, 10294, 11321, 11996, 13212, 14522, 15027, 15431, 15999, 16586, 17933, 18976, 20043, 21651, 23306, 24498, 25904, 26925, 28733, 29487, 30090, 30417, 30880, 31462, 31802, 32546, 33233, 34110, 35521, 36641, 37585, 38935, 39231, 39559, 39665, 39897, 40705, 41770, 43310, 44257, 45202, 45592, 46641, 48193, 49684, 50050, 50843, 51229, 51516]",3.0,1.0,"[89, 45, 23, 9, 60]","[49, 13, 85, 73, 128]",True
7541933305,74,"[328, 593, 864, 1068, 1403, 1528, 1723, 1982, 2361, 2733, 3281, 3850, 4160, 4649, 5435, 6016, 6536, 7060, 8050, 8666, 9201, 10115, 10705, 10951, 11046, 11715, 12430, 12524, 13477, 13925, 14936, 16345, 16942, 17386, 18221, 18795, 19239, 19666, 19829, 20846, 21082, 21643, 22166, 22951, 23541, 24294, 26395, 27107, 27831, 28513, 29936, 30326, 31117, 32787, 33978, 35020, 35785, 37061]",2.0,2.0,"[10, 45, 23, 19, 47]","[12, 65, 74, 96, 20]",True
7557955707,75,"[0, 169, 259, 349, 488, 630, 742, 877, 967, 1057, 1250, 1714, 1983, 2340, 2497, 2591, 2910, 3095, 3390, 3547, 3818, 3989, 4198, 4292, 4437, 4532, 4627, 4883, 4979, 5287, 5383, 5663, 5763, 6720, 6820, 7336, 7436, 7536, 7834, 8553, 9185, 9395, 9495, 10180, 10488, 10588, 10694, 10800, 10971, 11194, 11300, 13288, 13555, 13972, 14078, 15233, 16263]",1.0,1.0,"[120, 41, 102, 75, 107]","[17, 97, 27, 26, 93]",False
7526305209,76,"[0, 242, 534, 831, 1175, 1494, 1711, 1919, 2339, 2846, 3215, 3711, 3853, 4507, 5004, 5540, 6317, 6499, 6891, 7235, 8157, 8536, 9253, 9529, 10153, 10473, 10568, 10863, 11543, 11952, 12328, 13082, 14339, 14772, 15452, 15729, 15998, 16405, 17001, 17545, 18052, 19091, 19684, 20554, 20787, 20887, 21691, 22730, 22836, 23966, 25567, 26752, 27442, 28080, 28330, 28436, 28722]",2.0,2.0,"[68, 96, 105, 89, 76]","[110, 41, 43, 26, 106]",True
7624424306,77,"[0, 298, 555, 935, 1151, 1482, 1956, 2325, 2780, 3090, 3583, 3941, 4707, 5205, 5578, 6197, 6892, 7388, 7890, 8747, 9829, 10881, 11696, 12260, 12536, 12882, 13609, 14195, 14503, 15064, 15342, 16025, 16125, 16487, 17006, 17150, 17689, 18674, 19103, 19473, 19672, 20155, 20733, 21376, 21476, 21746, 22623, 23326, 24009, 24566]",2.0,2.0,"[66, 95, 19, 9, 28]","[65, 5, 15, 77, 18]",False
7523787713,78,"[229, 566, 805, 1289, 1604, 1778, 2081, 2334, 2598, 2932, 3398, 3901, 4355, 4449, 4715, 5260, 5913, 6311, 6814, 7443, 7952, 8118, 8801, 9323, 9597, 10335, 10875, 11734, 12632, 13134, 13847, 14350, 14726, 15883, 16487, 17151, 17671, 17771, 20202, 21234, 22354, 23502, 24132, 24906, 25778, 26051, 26438, 27205, 27561, 28459, 30340, 31540, 32009, 32372, 33127]",3.0,3.0,"[41, 76, 78, 105, 110]","[128, 120, 10, 129, 51]",False
7632649002,79,"[0, 170, 260, 352, 538, 773, 1010, 1425, 1565, 1763, 1961, 2234, 2999, 3094, 3296, 3439, 3741, 4002, 4096, 4294, 5103, 5198, 5482, 5885, 6422, 6627, 6951, 7046, 7223, 7624, 8052, 8337, 8711, 8916, 9561, 9766, 10381, 10703, 11523, 11761, 12462, 13249, 13760, 14113, 14738, 15189, 16016, 16603, 17039, 17481, 17785, 18171, 18955, 19666, 19943, 20666, 21838, 22189, 23221, 24798, 25355, 26129, 26253, 27025]",3.0,1.0,"[110, 19, 137, 41, 121]","[13, 70, 129, 9, 79]",False
7519118314,80,"[0, 283, 519, 754, 1151, 1543, 1895, 2243, 2471, 2818, 3231, 3726, 4054, 4594, 5065, 5638, 6187, 6778, 7387, 8250, 8376, 8549, 9108, 10143, 10589, 11168, 11726, 12299, 13283, 15128, 15587, 16314, 16757, 16857, 16957, 17733, 17833, 18123, 18487, 19216, 20040, 20972, 22390, 24026, 25175, 25897, 26579, 28066, 28806, 29800, 30647, 31891, 33193, 35142, 36606, 37433, 37894, 39056, 40797, 41682]",2.0,2.0,"[53, 51, 136, 20, 10]","[80, 112, 83, 23, 48]",True
7569050306,81,"[0, 204, 425, 784, 914, 1125, 1574, 1830, 2269, 2645, 2894, 3144, 3519, 3986, 4343, 4933, 5302, 5493, 5960, 6537, 7099, 7266, 8651, 9200, 9659, 10628, 10929, 11253, 11638, 12107, 12509, 13258, 15112, 16134, 16553, 16982, 17775, 18204, 18619, 18959, 19118, 19262, 19362, 20527, 20763, 21260, 22235, 22684, 24361, 25145]",1.0,3.0,"[41, 87, 13, 97, 50]","[81, 102, 27, 113, 40]",True
7566637019,82,"[154, 309, 630, 1149, 1396, 1603, 1812, 2030, 2478, 2856, 3207, 3764, 4356, 4672, 5160, 5897, 6570, 6776, 7574, 8252, 9094, 9732, 10324, 11198, 12182, 12990, 13735, 14135, 14438, 15669, 16833, 18722, 18822, 19322, 20986, 22087, 23260, 23360, 24166, 25811, 26823, 27714, 28601, 30126, 31554, 32200, 33620, 34645, 35793, 36460, 37421, 37679]",3.0,1.0,"[49, 95, 107, 123, 121]","[64, 82, 69, 126, 45]",False
7541784709,83,"[0, 130, 220, 414, 544, 634, 807, 942, 1591, 1807, 2070, 2328, 2551, 2718, 3252, 3393, 3609, 3814, 4004, 4286, 4556, 4651, 4858, 5197, 5561, 6029, 6617, 7484, 7735, 7879, 8431, 8703, 8803, 9494, 9684, 10177, 10597, 10697, 10867, 10967, 11780, 12425, 12713, 12921, 13021, 13121, 13344, 13836, 14124, 14230, 14336, 14577, 15064, 15404, 15695, 15824, 16065, 16193, 16299, 16405, 16938, 17043, 17293, 17618]",1.0,1.0,"[137, 65, 83, 38, 21]","[96, 41, 15, 20, 87]",False
7548322301,84,"[0, 170, 260, 350, 489, 709, 799, 1080, 1260, 1462, 1687, 1905, 1995, 2188, 2299, 2394, 2993, 3133, 3273, 3493, 3588, 3714, 4119, 4289, 4459, 4906, 5223, 5478, 5649, 6328, 7051, 8169, 8819, 9104, 9369, 9544, 9719, 11367, 12360, 12616, 12886, 12986, 13132, 13978]",1.0,1.0,"[10, 98, 84, 21, 100]","[22, 58, 102, 5, 82]",True
